Title,ADDRESS_MD5Digest,ADDRESS_strcmp,ADDRESS_OSGetTime,ADDRESS_OSDisableInterrupts,ADDRESS_OSRestoreInterrupts,ADDRESS_DCFlushRange,ADDRESS_ICInvalidateRange,ADDRESS_IOS_Open,ADDRESS_IOS_Close,ADDRESS_IOS_Read,ADDRESS_IOS_Ioctlv,ADDRESS_NASWII_AC_URL,ADDRESS_NASWII_AC_URL_POINTER,ADDRESS_NASWII_PR_URL,ADDRESS_NASWII_PR_URL_POINTER,ADDRESS_AVAILABLE_URL,ADDRESS_DWCi_Auth_SendRequest,ADDRESS_DWCi_Auth_HandleResponse,ADDRESS_DWC_AUTH_ADD_MACADDR,ADDRESS_DWC_AUTH_ADD_CSNUM,ADDRESS_AUTH_HANDLERESP_HOOK,ADDRESS_AUTH_HANDLERESP_CONTINUE,ADDRESS_AUTH_HANDLERESP_ERROR,ADDRESS_AUTH_HANDLERESP_OUT,AUTH_HANDLERESP_UNPATCH,LOAD_AUTH_REQ_INST_01,LOAD_AUTH_REQ_INST_02,LOAD_AUTH_REQ_INST_01_P,ADDRESS_NHTTPCreateRequest,ADDRESS_NHTTPSendRequestAsync,ADDRESS_NHTTPDestroyResponse,ADDRESS_NHTTPStartup,ADDRESS_DWC_ERROR,ADDRESS_DWCi_SetError,ADDRESS_DWCi_HandleGPError,ADDRESS_HBM_ALLOCATOR,ADDRESS_BMST_RSO_LOCATOR,ADDRESS_GH_ALLOC_FUNCTION,ADDRESS_PES_ALLOC_FUNCTION,ADDRESS_SSBB_GET_HEAP_FUNCTION,ADDRESS_SKIP_DNS_CACHE,ADDRESS_SKIP_DNS_CACHE_CONTINUE,ADDRESS_gethostbyname,ADDRESS_SOiAlloc,ADDRESS_SOiFree,ADDRESS_SOSocket,ADDRESS_SOClose,ADDRESS_SOBind,ADDRESS_SOConnect,ADDRESS_SOGetSockName,ADDRESS_SORecvFrom,ADDRESS_SORecv,ADDRESS_SOSendTo,ADDRESS_SOSend,ADDRESS_SOFcntl,ADDRESS_SOShutdown,ADDRESS_SOPoll,ADDRESS_SOInetAtoN,ADDRESS_SOGetAddrInfo,ADDRESS_SOFreeAddrInfo,ADDRESS_SOSetSockOpt,ADDRESS_SOGetInterfaceOpt,ADDRESS_DWC_Printf,ADDRESS_OSReport,ADDRESS_GHIPARSEURL_HTTPS_PATCH,ADDRESS_NHTTP_HTTPS_PORT_PATCH,ADDRESS_NHTTPi_SocSSLConnect,ADDRESS_PATCH_SECURITY_GT2MATCHCOMMAND,ADDRESS_PATCH_SECURITY_QR2MATCHCOMMAND,ADDRESS_gpiAppendStringToBuffer,ADDRESS_gpiAppendIntToBuffer,ADDRESS_PATCH_GPISENDLOGIN,ADDRESS_PATCH_GPIADDLOCALINFO,ADDRESS_DWC_Base64Encode,ADDRESS_DWCi_GetUserData,ADDRESS_DWCi_GetGPBuddyAdditionalMsg,ADDRESS_RealMode,ADDRESS_OSInitSystemCall_Tail,ADDRESS_GTI2_BUFFER,ADDRESS_SBCM_RETURN,ADDRESS_OSYieldThread,ADDRESS_sendto,ADDRESS_stpLoginCnt,ADDRESS_stpFriendCnt,ADDRESS_AUTH_RESULT,ADDRESS_NATNEG_SET_COMPLETED_DELAY,ADDRESS_GT2_PORT_PATCH,GT2_PORT_PATCH_REG,ADDRESS_gt2AddressToString,ADDRESS_gt2CreateSocket,ADDRESS_SCGetProductSN,ADDRESS_ESP_FD,ADDRESS_gpiValueForKey,ADDRESS_PATCH_gpiCheckForError,TYPE_gpiCheckForError,ADDRESS_atoi,ADDRESS_gpiCallErrorCallback,ADDRESS_PATCH_DWCi_HandleGPError
WT8JN0001,0x801B6ED8,0x80119048,0x800EF8C8,0x800EB86C,0x800EB894,0x800E6C64,0x800E6D48,0x8012B674,0x8012B854,0x8012B9FC,0x8012C35C,0x802D9758,0x802D97A8,0x802D97D8,0x802D9828,0x802DA218,0x801B23D8,0x801B2F1C,0x801B2B74,0x801B2D88,0x801B309C,0x801B30B4,0x801B3810,0x801B3864,0x80A1000C,"lwz %r5, -0x5B80(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x5B80(%r13)",0x801E84BC,0x801E86C8,0x801E8764,0x801E8124,0x803CEE80,0x8018E5F8,0x80193F80,0x802E0164,0x00000000,0x00000000,0x00000000,0x00000000,0x80193200,0x801933F8,0x801B771C,0x801EAE78,0x801EAF60,0x801EB5CC,0x801EB790,0x801EB834,0x801EB91C,0x801EBA04,0x801EBB00,0x801EBB28,0x801EBB4C,0x801EBB74,0x801EBB98,0x801EBCC8,0x801EBD7C,0x801EBED8,0x801EC6EC,0x801EC9D0,0x801ECA34,0x801ECB38,0x8018EA18,0x800E7ADC,0x801D3E18,0x801E3550,0x801E4238,0x801A9EC4,0x801AA04C,0x801BDB18,0x801BDB74,0x801BF2B4,0x801C0CC4,0x8018E1A4,0x80191F38,0x00000000,0x800EC7D0,0x800EE1F0,0x803CF620,0x801CF388,0x800EEA50,0x801B74A4,0x80447420,0x80447408,0x803CEE80,0x801DA644,0x80193C78,31,0x801CD8C8,0x801C9830,0x801322A0,0x80445E50,0x801C7ECC,0x801C7DB4,0x00000000,0x8011B21C,0x801BE3C8,0x801940D8
WDDPN0002,0x80088BC0,0x802405AC,0x801BFC6C,0x801BBB98,0x801BBBC0,0x801B78A8,0x801B7960,0x801ECF9C,0x801ED17C,0x801ED324,0x801EDB9C,0x80262218,0x80262268,0x80262298,0x802622E8,0x80262E50,0x80081D6C,0x800828B0,0x80082508,0x8008271C,0x80082A30,0x80082A48,0x800831A4,0x800831F8,0x80A1000C,"lwz %r5, -0x56A8(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x56A8(%r13)",0x800BE140,0x800BE34C,0x800BE3E8,0x800BDDA8,0x802B3F60,0x8005C948,0x80064634,0x80267034,0x00000000,0x00000000,0x00000000,0x00000000,0x80063280,0x80063474,0x80089404,0x800B5FE4,0x800B60CC,0x800B6738,0x800B68FC,0x800B69A0,0x800B6A88,0x800B6B70,0x800B6C6C,0x800B6C94,0x800B6CB8,0x800B6CE0,0x800B6D04,0x800B6E34,0x800B6EE8,0x800B7044,0x800B7858,0x800B7B3C,0x800B7BA0,0x800B7CA4,0x8005CD68,0x801B84E8,0x800A5B00,0x800B91D4,0x800B9EBC,0x8007C248,0x8007C3D0,0x8008F800,0x8008F85C,0x80090F9C,0x800929AC,0x8005C50C,0x80061F6C,0x00000000,0x801BCA2C,0x801BE57C,0x802B4700,0x800A1070,0x00000000,0x8008918C,0x803D4830,0x803D4818,0x802B3F60,0x800AC32C,0x8006432C,31,0x8009F5B0,0x8009B518,0x801EB6B0,0x803D43F0,0x80099BB4,0x80099A9C,0x00000000,0x802427C0,0x800900B0,0x8006478C
WSNJN0000,0x802B8360,0x801264C8,0x800FB030,0x800F6C30,0x800F6C70,0x800F2890,0x800F2980,0x8013ABD0,0x8013ADC0,0x8013AF70,0x8013B810,0x80361978,0x803619C8,0x803619F8,0x80361A48,0x803624A0,0x802B2830,0x802B3370,0x802B2FC8,0x802B31DC,0x802B34F0,0x802B3508,0x802B3C64,0x802B3CB8,0x80A1000C,"lwz %r5, -0x54E0(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x54E0(%r13)",0x8028DDC0,0x8028DFCC,0x8028E068,0x8028DA28,0x8049BEE0,0x802E1E90,0x80298630,0x80355FA4,0x00000000,0x00000000,0x00000000,0x00000000,0x80297740,0x80297930,0x802B8C20,0x8028F628,0x8028F710,0x8028FD7C,0x8028FF40,0x8028FFE4,0x802900CC,0x802901B4,0x802902B0,0x802902D8,0x802902FC,0x80290324,0x80290348,0x80290478,0x8029052C,0x80290688,0x80290E9C,0x80291180,0x802911E4,0x802912E8,0x802E2300,0x800F3590,0x802D5778,0x80288E54,0x80289B3C,0x802AA570,0x00000000,0x802BF250,0x802BF2B0,0x802C0A0C,0x802C2440,0x802E1A10,0x80296400,0x00000000,0x800F7C40,0x800F98B0,0x8049C620,0x802D0BA8,0x00000000,0x802B8980,0x804A0E20,0x804A0E10,0x8049BEE0,0x802DC730,0x802982E0,31,0x802CF5B0,0x802CB1A0,0x80140C80,0x8049E9C8,0x802C9770,0x802C964C,0x00000000,0x80128658,0x802BFB40,0x80298778
WGDJN0002,0x80197C78,0x801FF2A8,0x800CB930,0x800C710C,0x800C7134,0x800C2E28,0x800C2EE0,0x800F5274,0x800F5454,0x800F55FC,0x800F5F5C,0x802A7560,0x802A75B0,0x802A75E0,0x802A7630,0x802A8080,0x80192C28,0x8019376C,0x801933C4,0x801935D8,0x801938E8,0x80193900,0x80194040,0x80194094,0x80A1000C,"lwz %r5, -0x52BC(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x52BC(%r13)",0x8016AD50,0x8016AFB4,0x8016B050,0x8016AA88,0x80355F90,0x801705D8,0x80175730,0x8029DEF4,0x00000000,0x00000000,0x00000000,0x00000000,0x80174990,0x80174B84,0x801984BC,0x8016E2C8,0x8016E3B0,0x8016EA1C,0x8016EBE0,0x8016EC84,0x8016ED6C,0x8016EE54,0x8016EF50,0x8016EF78,0x8016EF9C,0x8016EFC4,0x8016EFE8,0x8016F118,0x8016F1CC,0x8016F328,0x8016FB3C,0x8016FE20,0x8016FE84,0x8016FF88,0x801709D0,0x800C3A68,0x801B4320,0x80165F34,0x80166B9C,0x8018A320,0x8018A4A8,0x8019E534,0x8019E590,0x8019FCD0,0x801A16E0,0x80170164,0x80173764,0x00000000,0x800C8178,0x800C9B8C,0x80356740,0x801AF890,0x00000000,0x80198244,0x80379D78,0x80379D60,0x80355F90,0x801BAB4C,0x80175428,31,0x801ADDD0,0x801A9D38,0x800F2614,0x80378370,0x801A83D4,0x801A8398,0x00000000,0x80201568,0x8019EDE4,0x80175898
XHJEN0000,0x801CE3B0,0x8020213C,0x8011A1F0,0x80116110,0x80116150,0x801113D0,0x801114C0,0x80146CD0,0x80146EC0,0x80147070,0x80147A00,0x803F6768,0x803F67B8,0x803F67E8,0x803F6838,0x803F73D0,0x801C87C0,0x801C9310,0x801C8F60,0x801C9174,0x801C9490,0x801C94A8,0x801C9C04,0x801C9C58,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x809B; lwz %r5, -0x3320(%r5)",0x801A2044,0x801A2250,0x801A22EC,0x801A1CAC,0x809AC960,0x801A7C90,0x801AB8C0,0x803CCE8C,0x00000000,0x00000000,0x00000000,0x00000000,0x801ACBAC,0x801ACDA0,0x801CF0B0,0x80199190,0x80199278,0x801998E4,0x80199AA8,0x80199B4C,0x80199C34,0x80199D1C,0x80199E18,0x80199E40,0x80199E64,0x80199E8C,0x80199EB0,0x80199FE0,0x8019A094,0x8019A1F0,0x8019AA04,0x8019ACE8,0x8019AD4C,0x8019AE50,0x801A8120,0x801122B0,0x801EB964,0x8019D0D8,0x8019DDC0,0x801C0254,0x00000000,0x801D52D0,0x801D5330,0x801D6A9C,0x801D84E0,0x801A77E0,0x801AB7C0,0x00000000,0x80117120,0x80118B30,0x809AD0E0,0x801E6CBC,0x00000000,0x801CEDF0,0x809AC010,0x809ABFF8,0x809AC960,0x00000000,0x801AD798,30,0x801E56A0,0x801E1250,0x80144560,0x809B1E50,0x801DF820,0x801DF708,0x00000001,0x802042CC,0x801D5BD0,0x801ADC3C
WTXPN0100,0x801B7CBC,0x801EC894,0x80106B30,0x80102B6C,0x80102B94,0x800FDF8C,0x800FE070,0x801334B8,0x80133698,0x80133840,0x801341A0,0x8025C240,0x8025C290,0x8025C2C0,0x8025C310,0x8025CD00,0x801B31BC,0x801B3D00,0x801B3958,0x801B3B6C,0x801B3E80,0x801B3E98,0x801B45F4,0x801B4648,0x80A1000C,"lwz %r5, -0x5878(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x5878(%r13)",0x80187038,0x80187244,0x801872E0,0x80186CA0,0x803509C0,0x00000000,0x801927A4,0x8022315C,0x00000000,0x00000000,0x00000000,0x00000000,0x801911C0,0x801913B8,0x801B8500,0x8017E184,0x8017E26C,0x8017E8D8,0x8017EA9C,0x8017EB40,0x8017EC28,0x8017ED10,0x8017EE0C,0x8017EE34,0x8017EE58,0x8017EE80,0x8017EEA4,0x8017EFD4,0x8017F088,0x8017F1E4,0x8017F9F8,0x8017FCDC,0x8017FD40,0x8017FE44,0x8018C79C,0x800FEE04,0x801D4DC8,0x801820CC,0x80182DB4,0x801A9F7C,0x801AA104,0x801BE8FC,0x801BE958,0x801C0098,0x801C1AA8,0x8018BC88,0x8018FEF8,0x00000000,0x80103AD0,0x801054F0,0x80351160,0x801D0338,0x80105D50,0x801B8288,0x80357B78,0x80357B60,0x803509C0,0x801DB5F4,0x8019249C,31,0x801CE878,0x801CA7D8,0x80130B24,0x80355FF0,0x801C8CB0,0x801C8B98,0x00000000,0x801EEA18,0x801BF1AC,0x801928FC
WCSJN0001,0x801D1338,0x80244B7C,0x800CA534,0x800C5728,0x800C5750,0x800C0E8C,0x800C0F70,0x80143AA4,0x80143C84,0x80143E2C,0x8014478C,0x8032F740,0x8032F790,0x8032F7C0,0x8032F810,0x80330008,0x801CDC18,0x801CE75C,0x801CE3B4,0x801CE5C8,0x801CE8D8,0x801CE8F0,0x801CF030,0x801CF084,0x80A1000C,"lwz %r5, -0x4F94(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x4F94(%r13)",0x801FC9A4,0x801FCC08,0x801FCCA4,0x801FC6DC,0x8044B920,0x00000000,0x801AF174,0x80333F6C,0x00000000,0x00000000,0x00000000,0x00000000,0x801ADB1C,0x801ADD10,0x801D1B48,0x801FF3B4,0x801FF49C,0x801FFB08,0x801FFCCC,0x801FFD70,0x801FFE58,0x801FFF40,0x8020003C,0x80200064,0x80200088,0x802000B0,0x802000D4,0x80200204,0x802002B8,0x80200414,0x80200C28,0x80200F0C,0x80200F70,0x80201074,0x801AA0B0,0x800C1AF8,0x00000000,0x801F7B88,0x801F87F0,0x801C60EC,0x801C6274,0x801D77A8,0x801D7804,0x801D8F44,0x801DA954,0x801A959C,0x801AC8F0,0x00000000,0x800C66C4,0x800C86BC,0x8044C0C0,0x801E8CD0,0x800C8F1C,0x801D1904,0x80481690,0x80481678,0x8044B920,0x801EECB0,0x801AEE6C,31,0x801E7210,0x801E3170,0x8013C21C,0x8047FA50,0x801E1648,0x801E160C,0x00000000,0x80246D98,0x801D8058,0x801AF2DC
WZJJN0002,0x801B4094,0x801E7B84,0x800D8404,0x800D4360,0x800D4388,0x800CF780,0x800CF864,0x80104D54,0x80104F34,0x801050DC,0x80105954,0x802461A0,0x802461F0,0x80246220,0x80246270,0x8024BB30,0x8018D504,0x8018E048,0x8018DCA0,0x8018DEB4,0x8018E1C8,0x8018E1E0,0x8018E93C,0x8018E990,0x80A1000C,"lwz %r5, -0x5208(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x5208(%r13)",0x80185374,0x80185580,0x8018561C,0x80184FDC,0x80390F80,0x801909EC,0x801962B4,0x8024160C,0x00000000,0x00000000,0x00000000,0x00000000,0x80195540,0x80195734,0x801B48D8,0x80187D30,0x80187E18,0x80188484,0x80188648,0x801886EC,0x801887D4,0x801888BC,0x801889B8,0x801889E0,0x80188A04,0x80188A2C,0x80188A50,0x80188B80,0x80188C34,0x80188D90,0x801895A4,0x80189888,0x801898EC,0x801899F0,0x80190E04,0x800D05F8,0x801D0FBC,0x80180408,0x801810F0,0x801AB6D4,0x801AB85C,0x801BACBC,0x801BAD18,0x801BC458,0x801BDE68,0x80190574,0x80194284,0x00000000,0x800D52C4,0x800D6DC4,0x80392020,0x801CC52C,0x800D7624,0x801B4660,0x80399168,0x80399150,0x80390F80,0x801D77E8,0x80195FAC,31,0x801CAA6C,0x801C69D4,0x801025C8,0x80397570,0x801C5070,0x801C4F58,0x00000000,0x801E9D10,0x801BB56C,0x8019641C
WEVJN0001,0x80090058,0x8005A540,0x8012ED80,0x8012AC18,0x8012AC40,0x80126900,0x801269B8,0x801164B8,0x80116698,0x80116840,0x801171A0,0x80231468,0x802314B8,0x802314E8,0x80231538,0x80232008,0x8008A3C8,0x8008AF0C,0x8008AB64,0x8008AD78,0x8008B08C,0x8008B0A4,0x8008B800,0x8008B854,0x80A1000C,"lwz %r5, -0x6408(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x6408(%r13)",0x800C163C,0x800C1848,0x800C18E4,0x800C12A4,0x8025F580,0x800666E4,0x8006C238,0x80254CB4,0x00000000,0x00000000,0x00000000,0x00000000,0x8006B3C4,0x8006B5B8,0x8009089C,0x800C3FF8,0x800C40E0,0x800C474C,0x800C4910,0x800C49B4,0x800C4A9C,0x800C4B84,0x800C4C80,0x800C4CA8,0x800C4CCC,0x800C4CF4,0x800C4D18,0x800C4E48,0x800C4EFC,0x800C5058,0x800C586C,0x800C5B50,0x800C5BB4,0x800C5CB8,0x80066B04,0x80127540,0x800ACF98,0x800BC6D0,0x800BD3B8,0x80081F68,0x800820F0,0x80096C98,0x80096CF4,0x80098434,0x80099E44,0x800662A8,0x8006A0B0,0x00000000,0x8012BB7C,0x8012D6C4,0x8025FD60,0x800A8508,0x8012DF38,0x80090624,0x802F4838,0x802F4820,0x8025F580,0x800B37C4,0x8006BF30,31,0x800A6A48,0x800A29B0,0x80135CA4,0x802F3B60,0x800A104C,0x800A0F34,0x00000000,0x8005C6CC,0x80097548,0x8006C390
WIDEN0002,0x80180C60,0x800637C4,0x800DDC80,0x800D9BE0,0x800D9C20,0x800D58C0,0x800D5980,0x800CDFF0,0x800CE1E0,0x800CE390,0x800CEC30,0x8021E100,0x8021E150,0x8021E180,0x8021E1D0,0x80216598,0x801CA450,0x801CAF90,0x801CABE8,0x801CADFC,0x801CB110,0x801CB128,0x801CB884,0x801CB8D8,0x80A1000C,"lwz %r5, -0x5BA0(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x5BA0(%r13)",0x8012651C,0x80126728,0x801267C4,0x80126184,0x802ED100,0x801AA770,0x801B0350,0x8020090C,0x00000000,0x00000000,0x00000000,0x00000000,0x801AF460,0x801AF650,0x80181520,0x8011B610,0x8011B6F8,0x8011BD64,0x8011BF28,0x8011BFCC,0x8011C0B4,0x8011C19C,0x8011C298,0x8011C2C0,0x8011C2E4,0x8011C30C,0x8011C330,0x8011C460,0x8011C514,0x8011C670,0x8011CE84,0x8011D168,0x8011D1CC,0x8011D2D0,0x801AABF0,0x800D6590,0x8019E078,0x801215B0,0x80122298,0x801C2290,0x00000000,0x80187B50,0x80187BB0,0x8018930C,0x8018AD40,0x801AA310,0x801AE120,0x00000000,0x800DABF0,0x800DC600,0x802EAD80,0x801994A8,0x00000000,0x80181280,0x802EF9C0,0x802EF9B0,0x802ED100,0x801A5030,0x801B0000,31,0x80197EB0,0x80193AA0,0x800E4C00,0x802EDC18,0x80192070,0x80191F4C,0x00000000,0x8006599C,0x80188440,0x801B0498
WC2EN0000,0x80126B40,0x801585FC,0x80056FE0,0x80053058,0x80053080,0x8004E6B0,0x8004E768,0x800A5DF4,0x800A5FD4,0x800A617C,0x800A6ADC,0x801AD408,0x801AD458,0x801AD488,0x801AD4D8,0x801ADEC8,0x80121F68,0x80122AAC,0x80122704,0x80122918,0x80122C2C,0x80122C44,0x801233A0,0x801233F4,0x80A1000C,"lwz %r5, -0x6268(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x6268(%r13)",0x800F84CC,0x800F86D8,0x800F8774,0x800F8134,0x80283380,0x00000000,0x80103C58,0x8019A604,0x00000000,0x00000000,0x00000000,0x00000000,0x80102ED0,0x801030C8,0x80127384,0x800EF680,0x800EF768,0x800EFDD4,0x800EFF98,0x800F003C,0x800F0124,0x800F020C,0x800F0308,0x800F0330,0x800F0354,0x800F037C,0x800F03A0,0x800F04D0,0x800F0584,0x800F06E0,0x800F0EF4,0x800F11D8,0x800F123C,0x800F1340,0x800FE708,0x8004F2F0,0x80143C34,0x800F3594,0x800F4248,0x80119034,0x801191BC,0x8012D768,0x8012D7C4,0x8012EF04,0x80130914,0x800FDBDC,0x80101C08,0x00000000,0x80053FBC,0x800559DC,0x80283B20,0x8013F1A4,0x00000000,0x8012710C,0x80289B28,0x80289B10,0x80283380,0x8014A460,0x80103950,31,0x8013D6E4,0x80139644,0x8007E1B0,0x80288620,0x80137B1C,0x80137A04,0x00000000,0x8015A8BC,0x8012E018,0x80103DB0
WZIPN0004,0x8022AA50,0x803B7F54,0x80017980,0x80013800,0x80013840,0x8000F380,0x8000F4A0,0x80042590,0x80042780,0x80042930,0x800432C0,0x80427310,0x80427360,0x80427390,0x804273E0,0x80428640,0x80222DD0,0x80223910,0x80223568,0x8022377C,0x80223A90,0x80223AA8,0x80224204,0x80224258,0x80A1000C,"lwz %r5, -0x4DA0(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x4DA0(%r13)",0x801FFAF4,0x801FFD7C,0x801FFE18,0x801FF75C,0x804CED60,0x00000000,0x80207C70,0x8041D814,0x00000000,0x00000000,0x00000000,0x00000000,0x80206D80,0x80206F70,0x8022B310,0x801F3BD4,0x801F3CBC,0x801F4328,0x801F44EC,0x801F4590,0x801F4678,0x801F4760,0x801F485C,0x801F4884,0x801F48A8,0x801F48D0,0x801F48F4,0x801F4A24,0x801F4AD8,0x801F4C34,0x801F5448,0x801F572C,0x801F5790,0x801F5894,0x802024E0,0x800100B0,0x80248058,0x801FA7E8,0x801FB614,0x80219BB0,0x00000000,0x80231940,0x802319A0,0x802330FC,0x80234B30,0x80201920,0x80205A40,0x00000000,0x80014810,0x80016300,0x804CF5E0,0x80243488,0x00000000,0x8022B070,0x804DA0F0,0x804DA0E0,0x804CED60,0x8024F010,0x80207920,31,0x80241E90,0x8023DA60,0x8003F870,0x804D7260,0x8023BE60,0x8023BD3C,0x00000000,0x803BA16C,0x80232230,0x80207DB8
W4TEN0003,0x8048BCD8,0x8011BF18,0x804377E4,0x80433688,0x804336B0,0x8042ED6C,0x8042EE50,0x8041E534,0x8041E714,0x8041E8BC,0x8041F134,0x8057D3A8,0x8057D3F8,0x8057D428,0x8057D478,0x8057DE98,0x80486848,0x8048738C,0x80486FE4,0x804871F8,0x8048750C,0x80487524,0x80487C80,0x80487CD4,0x80A1000C,"lwz %r5, 0x0D70(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, 0x0D70(%r13)",0x804E00B8,0x804E03D0,0x804E04BC,0x804DFCFC,0x8065A640,0x804B5B90,0x804BB80C,0x8057957C,0x00000000,0x00000000,0x00000000,0x00000000,0x804BA8BC,0x804BAAB0,0x8048C51C,0x804E2CDC,0x804E2DC4,0x804E3430,0x804E35F4,0x804E3698,0x804E3780,0x804E3868,0x804E3964,0x804E398C,0x804E39B0,0x804E39D8,0x804E39FC,0x804E3B2C,0x804E3BE0,0x804E3D3C,0x804E4550,0x804E4834,0x804E4898,0x804E499C,0x804B5FB0,0x8042F9D8,0x804A8C18,0x804DAD78,0x804DBB30,0x804D1B7C,0x804D1D04,0x80492918,0x80492974,0x804940B4,0x80495AC4,0x804B573C,0x804B95A8,0x00000000,0x804345EC,0x804361A4,0x8065ADE0,0x804A4188,0x80436A04,0x8048C2A4,0x806A8210,0x806A81F8,0x8065A640,0x804AF444,0x804BB504,31,0x804A26C8,0x8049E630,0x8043CF28,0x806A6230,0x8049CCCC,0x8049CBB4,0x00000000,0x8011E980,0x804931C8,0x804BB964
WZIEN0002,0x8022AA30,0x803B7EE4,0x80017A50,0x800138D0,0x80013910,0x8000F450,0x8000F570,0x80042660,0x80042850,0x80042A00,0x80043390,0x80427290,0x804272E0,0x80427310,0x80427360,0x804285C0,0x80222DB0,0x802238F0,0x80223548,0x8022375C,0x80223A70,0x80223A88,0x802241E4,0x80224238,0x80A1000C,"lwz %r5, -0x4DA0(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x4DA0(%r13)",0x801FFAD4,0x801FFD5C,0x801FFDF8,0x801FF73C,0x804CECE0,0x00000000,0x80207C50,0x8041D794,0x00000000,0x00000000,0x00000000,0x00000000,0x80206D60,0x80206F50,0x8022B2F0,0x801F3BB4,0x801F3C9C,0x801F4308,0x801F44CC,0x801F4570,0x801F4658,0x801F4740,0x801F483C,0x801F4864,0x801F4888,0x801F48B0,0x801F48D4,0x801F4A04,0x801F4AB8,0x801F4C14,0x801F5428,0x801F570C,0x801F5770,0x801F5874,0x802024C0,0x80010180,0x80248038,0x801FA7C8,0x801FB5F4,0x80219B90,0x00000000,0x80231920,0x80231980,0x802330DC,0x80234B10,0x80201900,0x80205A20,0x00000000,0x800148E0,0x800163D0,0x804CF560,0x80243468,0x00000000,0x8022B050,0x804DA070,0x804DA060,0x804CECE0,0x8024EFF0,0x80207900,31,0x80241E70,0x8023DA40,0x8003F940,0x804D71E0,0x8023BE40,0x8023BD1C,0x00000000,0x803BA0FC,0x80232210,0x80207D98
WN9PN0001,0x8011006C,0x802F4DF0,0x80273ED0,0x8026FDFC,0x8026FE24,0x8026BB0C,0x8026BBC4,0x802A19F8,0x802A1BD8,0x802A1D80,0x802A25F8,0x80315300,0x80315350,0x80315380,0x803153D0,0x8031ADD0,0x800E5268,0x800E5DAC,0x800E5A04,0x800E5C18,0x800E5F2C,0x800E5F44,0x800E66A0,0x800E66F4,0x80A1000C,"lwz %r5, -0x5A10(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x5A10(%r13)",0x800E0548,0x800E0754,0x800E07F0,0x800E01B0,0x803DDF60,0x800E98A4,0x800EFBFC,0x8031E2E4,0x00000000,0x00000000,0x00000000,0x00000000,0x800EE848,0x800EEA3C,0x801108B0,0x800D83EC,0x800D84D4,0x800D8B40,0x800D8D04,0x800D8DA8,0x800D8E90,0x800D8F78,0x800D9074,0x800D909C,0x800D90C0,0x800D90E8,0x800D910C,0x800D923C,0x800D92F0,0x800D944C,0x800D9C60,0x800D9F44,0x800D9FA8,0x800DA0AC,0x800E9CC4,0x8026C74C,0x8012CFAC,0x800DB5DC,0x800DC2C4,0x80107810,0x80107998,0x80116CAC,0x80116D08,0x80118448,0x80119E58,0x800E9468,0x800ED534,0x00000000,0x80270C90,0x802727E0,0x803DF060,0x8012851C,0x00000000,0x80110638,0x8057A590,0x8057A578,0x803DDF60,0x801337D8,0x800EF8F4,31,0x80126A5C,0x801229C4,0x802A010C,0x805799D8,0x80121060,0x80120F48,0x00000000,0x802F6FC4,0x8011755C,0x800EFD54
